id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,room_type_number
881768362823923917,Leblon,Entire home/apt,4,1,1,2,1103.0,18,4.72,0
881789110324652049,Copacabana,Entire home/apt,4,1,1,2,845.0,45,4.98,0
881791662469582731,Ipanema,Entire home/apt,4,1,1,2,850.0,37,4.86,0
881935609181735642,Botafogo,Private room,3,1,2,2,629.0,2,4.5,2
881956259899735081,Tomás Coelho,Private room,4,1,1,3,371.0,8,5.0,2
885562929947077664,Jacarepaguá,Entire home/apt,3,1,1,3,583.0,1,5.0,0
885562938867148996,Jacarepaguá,Entire home/apt,2,1,0,2,478.0,3,5.0,0
885587458894894776,Copacabana,Entire home/apt,6,1,2,4,957.0,42,4.88,0
885639882523798576,Maracanã,Private room,7,2,7,7,150.0,0,4.812309491059147,2
885666729569856645,Recreio dos Bandeirantes,Entire home/apt,4,3,2,2,240.0,0,4.812309491059147,0
881982030409629017,Jacarepaguá,Entire home/apt,4,1,2,2,593.0,9,5.0,0
881994800903552597,Barra da Tijuca,Entire home/apt,8,3,4,6,920.0,0,4.812309491059147,0
882021639001659191,Copacabana,Entire home/apt,3,1,1,2,986.0,1,5.0,0
882059514214063165,Copacabana,Entire home/apt,4,1,2,2,920.0,2,4.0,0
882093206100517526,Botafogo,Entire home/apt,3,1,1,1,471.0,52,4.96,0
882096679932197815,Bancários,Entire home/apt,4,1,2,3,130.0,30,4.93,0
882125066534725846,Andaraí,Entire home/apt,4,2,2,2,302.0,87,4.99,0
885682099404607622,Leme,Entire home/apt,4,1,1,3,751.0,40,4.98,0
886142501522717910,Santa Teresa,Entire home/apt,4,1,2,4,614.0,18,5.0,0
886243477744637974,Copacabana,Entire home/apt,6,2,2,4,1329.0,65,4.88,0
886301900598388815,Copacabana,Entire home/apt,4,1,1,2,1027.0,31,4.48,0
882456689551594936,Barra da Tijuca,Private room,3,1,1,2,535.0,55,4.84,2
882497005377552591,Urca,Entire home/apt,4,1,1,1,774.0,24,4.83,0
888443275260769061,Laranjeiras,Private room,2,2,1,3,261.0,6,5.0,2
888485760329767397,Vidigal,Entire home/apt,5,1,2,3,1010.0,16,4.94,0
886333625929803306,Recreio dos Bandeirantes,Entire home/apt,5,1,1,3,992.0,27,4.89,0
886353092068927786,Copacabana,Private room,1,2,1,1,706.0,55,4.78,2
886371284614005872,Leblon,Entire home/apt,4,2,2,2,1100.0,10,5.0,0
886401168482450957,Camorim,Entire home/apt,6,2,3,4,230.0,30,4.93,0
886546479744549619,Botafogo,Entire home/apt,3,1,1,2,651.0,2,5.0,0
886781466697934308,Jacarepaguá,Entire home/apt,1,1,1,1,647.0,0,4.812309491059147,0
886811033773012246,Madureira,Private room,2,1,1,1,180.0,19,5.0,2
888504677906304085,Barra da Tijuca,Entire home/apt,2,1,1,1,400.0,5,4.2,0
888691146923958723,Recreio dos Bandeirantes,Entire home/apt,6,1,2,3,521.0,30,4.83,0
888978964040674293,Lagoa,Private room,2,2,1,1,1000.0,0,4.812309491059147,2
888989785940549531,Tijuca,Entire home/apt,4,1,2,2,657.0,16,5.0,0
889016823531307586,Ipanema,Entire home/apt,3,1,1,3,700.0,8,3.5,0
889196531340452017,Camorim,Entire home/apt,4,2,2,2,829.0,0,4.812309491059147,0
889201949953689138,Leblon,Entire home/apt,3,1,1,3,842.0,33,5.0,0
889223488467273924,Copacabana,Entire home/apt,5,1,1,3,729.0,50,4.5,0
886827506691391725,Barra da Tijuca,Entire home/apt,4,2,2,2,393.0,9,4.89,0
886845265393796908,Recreio dos Bandeirantes,Entire home/apt,6,2,3,3,1000.0,10,4.6,0
889258755155194992,Botafogo,Entire home/apt,5,1,1,2,679.0,99,4.69,0
889323612674075147,Flamengo,Entire home/apt,3,1,2,2,362.0,0,4.812309491059147,0
889448193326890704,Camorim,Private room,2,1,1,2,393.0,38,4.82,2
889558019810398895,Centro,Entire home/apt,4,1,1,2,145.0,26,4.88,0
889743506842674225,Barra da Tijuca,Entire home/apt,4,1,1,1,950.0,4,5.0,0
886989177214151854,Botafogo,Private room,2,1,1,1,600.0,0,4.812309491059147,2
887000799835204572,Camorim,Entire home/apt,4,1,1,2,386.0,15,4.93,0
887033195148107146,Camorim,Entire home/apt,2,1,1,2,342.0,6,4.17,0
889878183307022160,Botafogo,Entire home/apt,4,1,1,2,1327.0,4,5.0,0
889881584983585168,Jacarepaguá,Entire home/apt,5,1,2,5,470.0,0,4.812309491059147,0
889890645396880589,Barra da Tijuca,Entire home/apt,3,1,1,1,614.0,7,5.0,0
889927845758469666,Jacarepaguá,Private room,2,1,1,1,700.0,5,5.0,2
890005516561820307,Recreio dos Bandeirantes,Entire home/apt,2,1,1,1,135.0,4,4.5,0
890025882021507488,Botafogo,Entire home/apt,4,1,1,2,1200.0,49,4.82,0
890069623129115007,Barra da Tijuca,Entire home/apt,4,1,1,2,1164.0,3,4.0,0
890337047053737682,Copacabana,Entire home/apt,5,1,1,3,1221.0,1,5.0,0
890521217762217536,Santa Teresa,Private room,4,1,1,1,226.0,6,4.5,2
890572125598530592,Leblon,Entire home/apt,4,1,1,3,290.0,5,5.0,0
887099453928345425,Copacabana,Entire home/apt,2,1,1,1,454.0,38,4.63,0
887171437738479669,Copacabana,Entire home/apt,6,1,2,3,700.0,58,4.97,0
887281641795070257,Leblon,Entire home/apt,5,1,1,2,546.0,13,4.85,0
887283390201174421,Botafogo,Entire home/apt,4,1,1,2,660.0,103,4.94,0
887539694724095944,Copacabana,Entire home/apt,4,1,2,3,800.0,7,5.0,0
887542327931873859,Copacabana,Entire home/apt,3,1,1,1,1105.0,43,4.91,0
887631719017765557,Copacabana,Entire home/apt,4,1,1,2,657.0,60,4.8,0
887638598382027985,Botafogo,Entire home/apt,2,2,2,1,1100.0,0,4.812309491059147,0
890578294581931622,Santa Teresa,Entire home/apt,6,2,3,3,927.0,36,4.94,0
890721698647774781,Copacabana,Entire home/apt,4,1,1,2,643.0,63,4.94,0
890855302695468856,Ipanema,Entire home/apt,4,2,2,3,1000.0,0,4.812309491059147,0
890962222451737050,Copacabana,Entire home/apt,4,1,1,1,785.0,1,5.0,0
891267503005652329,Centro,Entire home/apt,2,1,1,2,229.0,45,4.89,0
891346633743964297,Copacabana,Private room,2,1,1,1,787.0,5,5.0,2
891376900803989274,Copacabana,Entire home/apt,3,1,1,2,944.0,47,4.66,0
891777614161795680,Santa Teresa,Private room,2,2,1,1,183.0,1,5.0,2
887658281847670367,Itanhangá,Private room,1,1,1,1,1143.0,0,4.812309491059147,2
887678506216399404,Barra da Tijuca,Entire home/apt,3,1,1,1,886.0,5,5.0,0
887679286419267550,Copacabana,Entire home/apt,8,2,3,6,1136.0,75,4.91,0
887707286805848048,Catete,Entire home/apt,2,1,0,1,359.0,17,4.94,0
887716836447778917,Leblon,Entire home/apt,5,3,3,3,1341.0,44,4.82,0
887847943473133858,Jardim Botânico,Entire home/apt,4,2,2,2,1220.0,20,4.95,0
891897664510704158,São Conrado,Private room,4,1,1,2,563.0,3,5.0,2
891912926888863879,Ipanema,Entire home/apt,2,1,1,1,1336.0,38,5.0,0
891950547329846968,Centro,Entire home/apt,2,1,1,1,191.0,5,4.8,0
891978453249849020,Copacabana,Entire home/apt,5,1,1,3,1210.0,7,4.86,0
891978517411042393,Ipanema,Entire home/apt,4,1,2,2,1093.0,60,4.93,0
887874708549692764,Pavuna,Entire home/apt,6,1,2,1,330.0,4,5.0,0
887890717343912349,Botafogo,Entire home/apt,4,1,1,2,487.0,66,4.82,0
887932181264388677,Copacabana,Entire home/apt,5,2,1,2,682.0,66,4.89,0
888288430719721861,Recreio dos Bandeirantes,Entire home/apt,4,1,1,2,644.0,51,4.96,0
891992140738476561,Campo Grande,Entire home/apt,2,1,0,1,250.0,2,4.5,0
892001899548892357,Copacabana,Entire home/apt,5,1,1,3,500.0,0,4.812309491059147,0
892039461758767524,Copacabana,Private room,4,1,1,2,657.0,18,4.56,2
892068527587897152,Jacarepaguá,Entire home/apt,3,1,1,1,459.0,17,4.94,0
892356874320223837,Copacabana,Private room,4,0,1,1,499.0,0,4.812309491059147,2
892392606630653699,Santa Cruz,Entire home/apt,1,1,2,2,85.0,0,4.812309491059147,0
892481505696163891,Copacabana,Entire home/apt,4,1,1,1,315.0,0,4.812309491059147,0
892656557796714581,São Conrado,Entire home/apt,4,1,1,2,520.0,2,5.0,0
888299072935350186,Botafogo,Entire home/apt,2,1,0,1,613.0,0,4.812309491059147,0
888426624013854583,Flamengo,Entire home/apt,4,1,2,3,986.0,13,5.0,0
888433154699983585,Jacarepaguá,Entire home/apt,4,1,2,2,120.0,1,5.0,0
895104849654486475,Leblon,Entire home/apt,2,1,1,2,737.0,14,4.64,0
895555281252022506,Rio Comprido,Entire home/apt,4,1,2,4,716.0,4,5.0,0
895666532985969882,Copacabana,Entire home/apt,3,1,1,2,240.0,0,4.812309491059147,0
895796293405179921,Copacabana,Entire home/apt,4,1,1,3,380.0,8,4.88,0
892769298070115631,Copacabana,Entire home/apt,3,1,1,2,527.0,17,4.53,0
892827082370892843,Jacarepaguá,Entire home/apt,6,1,3,5,489.0,51,5.0,0
892873564985370964,Centro,Entire home/apt,2,1,1,1,289.0,15,4.53,0
892893777871639571,Copacabana,Entire home/apt,3,1,0,3,814.0,80,4.69,0
892927584182856778,Jacarepaguá,Private room,2,2,1,1,300.0,1,5.0,2
892955404291577132,Jacarepaguá,Entire home/apt,4,2,2,2,674.0,2,5.0,0
892988881902809069,Copacabana,Entire home/apt,2,1,1,1,400.0,48,5.0,0
895901903674781877,Ipanema,Entire home/apt,6,2,3,4,830.0,0,4.812309491059147,0
895901933622572165,Copacabana,Entire home/apt,4,1,2,2,450.0,0,4.812309491059147,0
895902047167678148,Ipanema,Entire home/apt,6,3,3,5,680.0,0,4.812309491059147,0
895902515849243015,Copacabana,Entire home/apt,4,2,2,3,480.0,0,4.812309491059147,0
896157652775342465,Copacabana,Entire home/apt,5,1,1,4,369.0,0,4.812309491059147,0
896236106077470725,Estácio,Private room,1,1,1,1,111.0,0,4.812309491059147,2
896298030807373086,Jacarepaguá,Entire home/apt,4,1,2,2,186.0,19,4.58,0
896383593854677872,Santa Teresa,Private room,3,1,1,1,253.0,57,4.84,2
893385134721627240,Ipanema,Entire home/apt,3,2,1,1,1014.0,1,5.0,0
893429068720125839,Jacarepaguá,Private room,2,1,1,1,203.0,0,4.812309491059147,2
893438962475053648,Leme,Entire home/apt,4,1,3,4,1229.0,3,5.0,0
893461569188171671,Recreio dos Bandeirantes,Entire home/apt,2,1,1,1,577.0,34,4.79,0
893494612042375501,Laranjeiras,Private room,1,1,1,1,156.0,11,4.91,2
893501302346016139,Gardênia Azul,Entire home/apt,3,1,2,2,380.0,1,5.0,0
893513197973285603,Ipanema,Entire home/apt,4,2,2,2,1162.0,32,4.78,0
893533253192536336,Centro,Private room,2,1,2,2,189.0,52,4.87,2
896433314347723249,Botafogo,Entire home/apt,2,1,1,1,289.0,25,4.36,0
896498949116474761,Santa Teresa,Private room,1,1,1,1,180.0,1,5.0,2
896508023664503339,Jacarepaguá,Entire home/apt,2,1,1,1,231.0,10,5.0,0
893537717374810152,Copacabana,Entire home/apt,4,1,2,2,1200.0,9,5.0,0
893569388352667674,Botafogo,Entire home/apt,5,1,1,4,248.0,0,4.812309491059147,0
893635025293429360,Flamengo,Entire home/apt,2,2,1,1,1000.0,1,5.0,0
893773228309918570,Camorim,Entire home/apt,6,2,3,3,528.0,0,4.812309491059147,0
894005966747180709,Copacabana,Entire home/apt,10,2,3,3,720.0,0,4.812309491059147,0
894193180951492421,Ipanema,Entire home/apt,3,1,1,2,900.0,1,5.0,0
894212973013077477,Copacabana,Private room,2,1,1,2,173.0,45,4.78,2
894223825602627502,Ipanema,Entire home/apt,4,1,1,2,910.0,1,5.0,0
896873359272432964,Copacabana,Private room,2,1,1,1,300.0,0,4.812309491059147,2
896959060404765829,Botafogo,Entire home/apt,4,2,2,3,1291.0,0,4.812309491059147,0
896972732839206459,Leblon,Entire home/apt,2,1,1,1,693.0,46,4.83,0
897024314900236203,Ipanema,Private room,2,1,1,1,437.0,2,5.0,2
897137692778514537,Flamengo,Entire home/apt,2,1,1,2,480.0,26,5.0,0
894261772088561792,Ipanema,Entire home/apt,3,1,0,1,280.0,0,4.812309491059147,0
894264291722072500,Ipanema,Entire home/apt,6,2,2,3,1000.0,0,4.812309491059147,0
894278474608204839,Copacabana,Entire home/apt,5,1,1,3,400.0,2,5.0,0
894357042004482613,Recreio dos Bandeirantes,Private room,2,1,0,1,425.0,1,5.0,2
894689991052423742,Ipanema,Entire home/apt,2,1,1,1,1054.0,25,4.96,0
894855295732691386,Freguesia (Jacarepaguá),Entire home/apt,4,2,3,3,331.0,4,5.0,0
894918243892840967,Ipanema,Entire home/apt,2,1,1,1,1047.0,65,4.92,0
897171640556938305,Recreio dos Bandeirantes,Private room,2,1,1,1,196.0,24,4.96,2
897319501048127173,Copacabana,Entire home/apt,2,1,1,1,500.0,1,5.0,0
897374908698756317,Estácio,Private room,1,1,1,2,110.0,0,4.812309491059147,2
897680675858053790,Lagoa,Entire home/apt,3,1,1,2,719.0,29,4.83,0
895063444872163163,Ipanema,Entire home/apt,4,1,1,2,1010.0,45,4.73,0
901627577788747831,Copacabana,Entire home/apt,6,1,1,3,1017.0,0,4.812309491059147,0
901709751811305821,Recreio dos Bandeirantes,Entire home/apt,2,1,1,1,300.0,10,5.0,0
901742935559642076,Santa Teresa,Entire home/apt,2,1,0,2,416.0,3,5.0,0
902006578931896646,Camorim,Entire home/apt,2,1,1,1,379.0,44,4.93,0
897767867575161905,Copacabana,Private room,2,1,1,1,244.0,20,4.8,2
897788273857922913,Copacabana,Entire home/apt,4,1,1,2,250.0,4,5.0,0
897800927515643246,Copacabana,Entire home/apt,2,1,0,1,661.0,35,4.89,0
897832940173042885,Leme,Private room,2,1,1,1,1338.0,0,4.812309491059147,2
897902650659142324,Copacabana,Private room,1,2,1,1,443.0,46,4.89,2
897970644895646459,Jacarepaguá,Entire home/apt,4,1,1,2,417.0,95,4.94,0
898012877853981547,Tijuca,Private room,3,2,1,4,180.0,2,5.0,2
898013424283292908,Glória,Entire home/apt,4,1,1,2,536.0,19,5.0,0
898031931309703975,Lagoa,Entire home/apt,4,2,2,1,494.0,1,5.0,0
902068245467949101,Copacabana,Entire home/apt,4,2,2,2,1000.0,19,5.0,0
902070827175060370,Copacabana,Entire home/apt,4,1,0,2,514.0,21,4.9,0
902140097540735514,Camorim,Entire home/apt,2,1,1,1,434.0,14,4.64,0
902142446780820460,Barra da Tijuca,Private room,2,1,1,1,409.0,7,5.0,2
902185301180873102,Botafogo,Entire home/apt,2,1,1,1,766.0,13,4.85,0
902185978949207025,Glória,Entire home/apt,2,1,1,1,431.0,27,4.81,0
902241003188176624,Centro,Entire home/apt,2,1,1,1,507.0,51,4.92,0
898066206978850036,Copacabana,Entire home/apt,2,1,1,1,891.0,20,4.85,0
898083788198170314,Camorim,Entire home/apt,3,1,1,1,351.0,23,4.91,0
898370647371385434,Taquara,Entire home/apt,8,1,2,3,899.0,8,5.0,0
898542553344656466,Copacabana,Entire home/apt,4,1,1,3,383.0,0,4.812309491059147,0
898552118997761653,Leblon,Entire home/apt,4,1,1,2,807.0,89,4.98,0
902293126374983765,Copacabana,Entire home/apt,3,1,1,1,825.0,28,4.93,0
902306896480272051,Camorim,Entire home/apt,4,2,2,4,1111.0,1,5.0,0
902323273370005401,Copacabana,Entire home/apt,3,1,1,1,564.0,92,4.98,0
898577476559375637,Tomás Coelho,Entire home/apt,3,1,2,3,181.0,13,4.62,0
898596358478421255,Centro,Entire home/apt,2,1,1,1,828.0,10,5.0,0
898612710069492932,Botafogo,Private room,2,1,1,1,280.0,1,5.0,2
898795987781571040,Centro,Entire home/apt,2,1,1,2,260.0,28,4.86,0
902706244799989474,Barra da Tijuca,Entire home/apt,5,1,2,2,714.0,10,4.9,0
902896302897668257,Leblon,Entire home/apt,4,2,2,4,1232.0,5,5.0,0
899066962790856052,Jacarepaguá,Private room,5,2,2,4,200.0,4,5.0,2
899113838590872917,Camorim,Entire home/apt,4,2,1,1,669.0,0,4.812309491059147,0
899163424017791365,Freguesia (Jacarepaguá),Entire home/apt,2,1,1,1,357.0,4,5.0,0
899253607698993839,Recreio dos Bandeirantes,Entire home/apt,3,3,2,3,493.0,2,4.5,0
899344766105896929,Camorim,Entire home/apt,2,1,1,1,434.0,31,4.84,0
899372556542551358,Copacabana,Entire home/apt,8,2,3,4,1233.0,62,4.85,0
899418626299555258,Copacabana,Entire home/apt,5,1,1,3,1190.0,58,4.53,0
903042635150626521,Leblon,Entire home/apt,2,1,1,1,1057.0,33,5.0,0
903448553477400958,Tijuca,Private room,6,2,2,4,260.0,15,5.0,2
903458315846588657,Barra da Tijuca,Entire home/apt,4,1,1,3,1014.0,0,4.812309491059147,0
903593491914942688,Camorim,Entire home/apt,3,1,1,2,514.0,25,4.76,0
903630779850891916,Botafogo,Entire home/apt,6,1,2,6,450.0,2,4.5,0
903684846892308177,Ipanema,Entire home/apt,4,1,2,2,1265.0,22,4.68,0
899516529214163458,Copacabana,Entire home/apt,4,1,1,2,518.0,42,4.62,0
899853014964128914,Copacabana,Entire home/apt,2,1,1,1,834.0,49,4.88,0
899866479786463765,Copacabana,Entire home/apt,4,1,2,3,1100.0,36,4.81,0
899920855077358935,Copacabana,Entire home/apt,2,1,1,1,760.0,25,4.96,0
900008672959069338,Centro,Entire home/apt,4,1,1,4,456.0,57,4.96,0
900019034442361758,Copacabana,Entire home/apt,5,2,3,4,1314.0,34,4.91,0
903753179690792385,Copacabana,Entire home/apt,4,1,1,2,700.0,25,4.84,0
903780716239992197,Barra da Tijuca,Entire home/apt,4,1,1,1,1000.0,5,5.0,0
903991474506702055,Laranjeiras,Private room,2,1,1,2,99.0,0,4.812309491059147,2
904223418453884502,Copacabana,Entire home/apt,6,1,1,3,654.0,19,4.95,0
904226373994477450,Copacabana,Entire home/apt,4,1,1,2,1174.0,44,4.93,0
904269143463045695,Leblon,Private room,2,1,1,1,660.0,13,4.69,2
904295640026396018,Copacabana,Entire home/apt,4,1,1,1,781.0,6,4.83,0
900177264055188220,Guaratiba,Private room,2,1,1,1,680.0,0,4.812309491059147,2
900537553489919650,São Conrado,Private room,2,1,1,1,599.0,0,4.812309491059147,2
900631429684446515,Camorim,Entire home/apt,4,1,1,1,230.0,11,5.0,0
900645006681624678,Pechincha,Entire home/apt,4,2,2,2,205.0,27,4.93,0
904409120975148282,Copacabana,Private room,1,1,1,1,90.0,1,5.0,2
904437277240393620,Botafogo,Private room,2,2,1,1,329.0,1,5.0,2
904439909789715453,Copacabana,Entire home/apt,2,1,0,2,1150.0,34,4.94,0
904467607515244688,Leblon,Entire home/apt,3,1,1,2,1246.0,7,5.0,0
904477660441862028,Leblon,Entire home/apt,4,1,1,2,1128.0,3,5.0,0
904531925260765161,Copacabana,Entire home/apt,4,1,2,2,1171.0,12,5.0,0
900654277817029168,Flamengo,Private room,2,2,1,1,243.0,6,5.0,2
900716634565710497,Copacabana,Entire home/apt,6,2,3,3,994.0,30,5.0,0
900809193855571677,Botafogo,Entire home/apt,2,1,1,1,457.0,37,4.81,0
900905354449026799,Flamengo,Entire home/apt,4,1,1,2,593.0,26,4.88,0
904565103604271815,Leblon,Private room,1,1,1,1,475.0,47,4.94,2
904974708808482926,Leblon,Entire home/apt,4,1,1,2,783.0,41,4.85,0
905088428734382889,Vargem Pequena,Shared room,1,1,1,2,166.0,3,5.0,3
905169716730663274,Ipanema,Entire home/apt,6,2,2,2,600.0,10,4.3,0
905173698880858322,Ipanema,Entire home/apt,6,2,3,3,960.0,0,4.812309491059147,0
905180266544635208,Centro,Entire home/apt,4,2,1,2,550.0,9,4.78,0
905183163412497692,Copacabana,Entire home/apt,4,1,0,2,273.0,91,4.96,0
900925673986681267,Copacabana,Entire home/apt,4,1,1,2,250.0,0,4.812309491059147,0
901284986812704435,Barra da Tijuca,Entire home/apt,2,1,1,1,907.0,0,4.812309491059147,0
901295726200878456,Copacabana,Entire home/apt,4,1,1,2,1121.0,61,4.95,0
901344424643396062,Centro,Private room,3,1,1,1,309.0,72,4.69,2
901497170526070228,Copacabana,Entire home/apt,3,1,1,2,236.0,39,4.85,0
901548802279750432,Copacabana,Entire home/apt,3,1,1,1,1043.0,4,4.5,0
901592593971636236,Ipanema,Private room,1,1,1,1,250.0,1,5.0,2
907993304131255472,Vargem Grande,Entire home/apt,5,3,2,3,499.0,1,5.0,0
908066724851143054,Vila Isabel,Private room,4,1,1,1,273.0,51,5.0,2
905212223612348146,Camorim,Entire home/apt,3,1,1,2,311.0,2,5.0,0
905356127327858049,Camorim,Entire home/apt,2,1,1,2,321.0,8,4.75,0
905383823132860994,Copacabana,Entire home/apt,6,2,2,5,1343.0,72,4.86,0
905603870537917422,Camorim,Private room,2,1,1,1,259.0,49,5.0,2
905763750624683470,Botafogo,Entire home/apt,2,1,1,1,788.0,40,5.0,0
905851142675664690,Copacabana,Entire home/apt,3,1,1,2,597.0,18,4.89,0
908091326756230688,Barra da Tijuca,Private room,3,1,1,2,550.0,12,5.0,2
908150440727489880,São Conrado,Entire home/apt,2,1,1,1,400.0,1,4.0,0
908210876793758757,Copacabana,Entire home/apt,4,1,0,5,918.0,65,4.98,0
905994973362261888,Recreio dos Bandeirantes,Entire home/apt,5,2,2,5,581.0,5,4.2,0
906344834761285704,Méier,Private room,2,2,1,2,176.0,40,4.95,2
906439429651779699,Leme,Entire home/apt,2,1,1,1,265.0,43,4.91,0
906467391795230482,Copacabana,Entire home/apt,4,4,2,2,800.0,10,4.8,0
906469212528563560,São Conrado,Private room,4,1,1,2,500.0,2,5.0,2
906518200547569460,Jacarepaguá,Entire home/apt,4,1,2,4,240.0,6,4.83,0
906677665338801113,Copacabana,Entire home/apt,4,2,2,2,875.0,37,4.78,0
908563404995780450,Barra da Tijuca,Entire home/apt,4,1,1,1,860.0,12,5.0,0
908615784235748682,Copacabana,Entire home/apt,6,1,1,5,991.0,32,4.25,0
908616222778650528,Leblon,Entire home/apt,2,1,1,2,1121.0,37,4.92,0
908675005078566216,Ipanema,Entire home/apt,7,2,2,4,1300.0,2,5.0,0
908686537938693076,Copacabana,Entire home/apt,3,1,1,1,677.0,31,4.58,0
908728758331239385,Vidigal,Entire home/apt,4,1,1,3,697.0,9,5.0,0
906754571912395750,Estácio,Entire home/apt,4,1,1,2,286.0,39,4.9,0
906760226370514657,Copacabana,Entire home/apt,6,1,1,1,1148.0,64,4.69,0
907102542788661740,Copacabana,Entire home/apt,5,1,1,1,867.0,3,4.67,0
907146074513169070,Recreio dos Bandeirantes,Entire home/apt,4,1,1,1,260.0,51,4.96,0
907214738690504589,Recreio dos Bandeirantes,Entire home/apt,4,1,1,1,429.0,19,4.84,0
907339374024251456,Copacabana,Entire home/apt,4,1,1,1,614.0,29,4.79,0
907343596800436955,Cascadura,Entire home/apt,16,3,3,5,980.0,4,4.5,0
907352045986698565,Copacabana,Private room,2,1,1,1,336.0,3,5.0,2
908742337938162813,São Conrado,Private room,4,1,1,3,1087.0,6,5.0,2
908755770450562769,Copacabana,Private room,2,1,1,1,483.0,42,4.95,2
908761241612663248,Barra da Tijuca,Entire home/apt,5,2,2,2,964.0,0,4.812309491059147,0
908766379399386801,Copacabana,Entire home/apt,3,1,1,1,693.0,12,4.92,0
908768705856298846,Santa Teresa,Private room,2,1,1,1,222.0,58,4.95,2
908778366443130400,Jacarepaguá,Entire home/apt,1,1,1,1,632.0,4,5.0,0
907473973198129589,Barra da Tijuca,Entire home/apt,4,1,1,2,343.0,31,4.94,0
907559934092442560,Lagoa,Entire home/apt,3,1,1,1,792.0,12,4.0,0
907701392746682557,Jacarepaguá,Entire home/apt,2,1,1,1,349.0,18,4.89,0
907851640116206371,Copacabana,Private room,2,1,1,3,341.0,2,5.0,2
907914624486662356,Recreio dos Bandeirantes,Entire home/apt,6,2,3,3,500.0,0,4.812309491059147,0
913835169101093164,Praça da Bandeira,Entire home/apt,8,2,3,5,1184.0,14,5.0,0
913837011510042589,Cosme Velho,Private room,4,1,1,2,439.0,16,5.0,2
908877533565749505,Olaria,Entire home/apt,4,1,2,2,882.0,0,4.812309491059147,0
908940442212185869,Sepetiba,Entire home/apt,7,3,3,4,520.0,1,5.0,0
909313468461977207,Copacabana,Private room,2,1,1,2,493.0,8,4.5,2
909314968839517441,Recreio dos Bandeirantes,Entire home/apt,4,1,0,1,350.0,0,4.812309491059147,0
909324739557723658,Barra da Tijuca,Entire home/apt,4,1,1,3,1021.0,0,4.812309491059147,0
909388822816371854,Camorim,Entire home/apt,4,1,1,2,478.0,8,5.0,0
913849068022620134,Copacabana,Entire home/apt,2,1,1,1,550.0,2,5.0,0
913849645858090717,Barra da Tijuca,Entire home/apt,6,2,2,4,704.0,13,5.0,0
913913888376083756,Botafogo,Private room,2,1,1,2,550.0,9,4.33,2
913957142744030153,Copacabana,Private room,3,1,1,1,714.0,9,5.0,2
913965609310868089,Jacarepaguá,Private room,4,1,1,1,547.0,3,5.0,2
913975848607803073,Centro,Entire home/apt,2,1,1,2,210.0,11,4.91,0
914000338765260939,Engenho de Dentro,Private room,3,1,1,2,500.0,2,5.0,2
914029158066676589,Copacabana,Private room,1,1,1,1,441.0,40,4.9,2
909395799651298628,Leme,Entire home/apt,2,1,1,1,250.0,9,4.56,0
909429002028679121,Copacabana,Private room,2,4,1,1,1275.0,25,4.92,2
909430687551742006,Camorim,Entire home/apt,2,1,1,2,354.0,10,4.9,0
909478363982228871,Copacabana,Entire home/apt,4,1,0,2,290.0,0,4.812309491059147,0
909509111129005712,Barra da Tijuca,Entire home/apt,4,1,1,1,615.0,6,4.5,0
909572626888923460,Barra da Tijuca,Entire home/apt,6,2,2,4,1013.0,29,4.9,0
909584661416852687,Copacabana,Entire home/apt,3,1,1,2,821.0,9,4.89,0
909587719007604201,Copacabana,Entire home/apt,4,1,1,2,993.0,87,4.69,0
914247671308431750,Copacabana,Entire home/apt,3,1,0,2,575.0,74,4.81,0
914278107471280648,Copacabana,Entire home/apt,4,1,1,1,1000.0,1,5.0,0
914338974467467078,Botafogo,Entire home/apt,4,1,1,1,421.0,96,4.96,0
914384508277175393,Botafogo,Entire home/apt,3,1,1,1,650.0,9,4.89,0
914429163466988676,Centro,Private room,2,0,1,1,120.0,0,4.812309491059147,2
914473760374900288,Copacabana,Private room,1,1,1,1,190.0,2,5.0,2
914518706312206378,Copacabana,Entire home/apt,4,1,1,2,786.0,33,4.91,0
909996270546094641,Centro,Entire home/apt,2,1,1,1,243.0,156,4.63,0
910072645409124420,Barra da Tijuca,Entire home/apt,4,1,1,3,1096.0,1,5.0,0
910082172417594223,Copacabana,Private room,3,1,1,1,495.0,21,4.76,2
914549791081850977,Santa Teresa,Private room,2,1,1,1,316.0,0,4.812309491059147,2
914580479761570763,Copacabana,Entire home/apt,4,1,1,2,450.0,44,4.89,0
914645316170966490,Barra da Tijuca,Entire home/apt,4,1,1,2,1170.0,4,5.0,0
914671333116270875,Camorim,Entire home/apt,2,1,1,1,481.0,23,4.78,0
914733292464715772,Ipanema,Entire home/apt,2,1,1,1,1200.0,8,4.75,0
914838760277597492,Jacarepaguá,Entire home/apt,2,1,1,1,189.0,0,4.812309491059147,0
915015610815430498,Copacabana,Entire home/apt,3,1,0,2,759.0,11,4.91,0
915086632104928797,Copacabana,Entire home/apt,5,1,1,3,1139.0,25,4.92,0
910086398570181733,Catete,Entire home/apt,4,1,1,1,203.0,4,4.75,0
910088113916371495,Jacarepaguá,Private room,2,1,1,1,260.0,9,4.89,2
910105393435369967,Botafogo,Entire home/apt,4,2,2,3,356.0,1,5.0,0
