id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,room_type_number
272335,Copacabana,Entire home/apt,4,1,1,1,723.0,367,4.92,0
272631,Copacabana,Private room,2,1,1,2,1146.0,32,5.0,2
273363,Santa Teresa,Private room,1,1,1,1,61.0,5,5.0,2
273496,Leblon,Entire home/apt,6,2,2,5,703.0,60,4.8,0
273753,Santa Teresa,Private room,1,1,1,1,59.0,4,4.5,2
274116,Santa Teresa,Entire home/apt,3,1,1,2,225.0,48,4.92,0
278679,Copacabana,Entire home/apt,2,1,0,1,759.0,59,4.85,0
25026,Copacabana,Entire home/apt,3,1,1,2,850.0,304,4.74,0
35764,Copacabana,Entire home/apt,2,1,1,1,324.0,498,4.91,0
49179,Copacabana,Entire home/apt,3,1,1,1,580.0,177,4.84,0
51703,Copacabana,Entire home/apt,2,1,0,1,759.0,288,4.77,0
280765,Santa Teresa,Entire home/apt,3,1,0,4,140.0,3,4.67,0
281304,Copacabana,Entire home/apt,4,1,1,1,896.0,37,4.74,0
284762,Copacabana,Entire home/apt,10,2,1,8,1200.0,10,3.8,0
285363,Copacabana,Entire home/apt,2,1,1,1,943.0,126,4.53,0
60718,Flamengo,Entire home/apt,6,2,4,4,1200.0,13,4.83,0
70080,Ipanema,Entire home/apt,5,2,1,5,1310.0,606,4.81,0
70547,Santa Teresa,Private room,2,1,1,1,223.0,94,4.92,2
286788,Copacabana,Private room,3,1,1,2,636.0,28,4.79,2
286792,Copacabana,Private room,3,0,1,2,664.0,1,5.0,2
76300,Santa Teresa,Private room,3,5,7,14,203.0,251,4.81,2
86670,Leblon,Entire home/apt,4,1,1,2,1258.0,122,4.68,0
86978,Jacarepaguá,Private room,2,2,1,2,1011.0,0,4.812309491059147,2
87762,Ipanema,Entire home/apt,4,1,1,3,671.0,174,4.71,0
88781,Copacabana,Entire home/apt,3,1,1,3,1051.0,81,4.78,0
290503,Copacabana,Entire home/apt,4,1,0,2,796.0,65,4.94,0
290513,Urca,Entire home/apt,4,1,2,3,546.0,33,4.88,0
291290,Copacabana,Entire home/apt,4,1,1,2,985.0,8,4.5,0
293166,Santa Teresa,Entire home/apt,2,1,0,1,522.0,1,5.0,0
293171,Santa Teresa,Entire home/apt,3,0,0,2,281.0,0,4.812309491059147,0
293725,Jardim Botânico,Private room,2,2,1,1,330.0,2,5.0,2
94895,Copacabana,Private room,2,1,1,2,274.0,12,5.0,2
96431,Barra da Tijuca,Entire home/apt,4,1,1,1,1001.0,65,4.82,0
98969,Recreio dos Bandeirantes,Private room,2,1,1,2,247.0,63,4.83,2
99336,Itanhangá,Entire home/apt,6,2,4,5,1143.0,0,4.812309491059147,0
99547,Santa Teresa,Entire home/apt,3,1,0,4,301.0,69,4.6,0
294292,Copacabana,Private room,3,1,1,2,369.0,144,4.98,2
295493,Laranjeiras,Entire home/apt,5,1,2,3,614.0,15,4.92,0
295683,Botafogo,Private room,2,1,1,1,70.0,182,4.73,2
295955,Laranjeiras,Entire home/apt,3,1,1,1,674.0,29,4.76,0
303587,Copacabana,Private room,1,1,1,1,459.0,39,4.82,2
106372,Barra da Tijuca,Entire home/apt,4,1,2,2,650.0,9,4.78,0
107469,Santa Teresa,Private room,1,1,1,1,59.0,2,5.0,2
108072,Copacabana,Entire home/apt,4,1,1,2,303.0,196,4.67,0
125656,Copacabana,Entire home/apt,2,1,1,1,878.0,96,4.98,0
127018,Gávea,Private room,2,1,1,1,150.0,10,5.0,2
128727,Praça Seca,Private room,2,1,1,1,193.0,5,4.8,2
306113,Copacabana,Entire home/apt,4,1,1,4,833.0,166,4.54,0
310233,Copacabana,Entire home/apt,2,1,0,1,809.0,30,4.89,0
311801,Copacabana,Entire home/apt,4,1,1,2,193.0,195,4.28,0
313223,Ipanema,Entire home/apt,4,1,1,2,965.0,189,4.75,0
130234,Copacabana,Entire home/apt,1,0,0,2,180.0,1,5.0,0
137048,Leblon,Entire home/apt,4,1,2,3,380.0,60,4.85,0
146402,Humaitá,Private room,2,1,1,2,694.0,100,4.95,2
313985,Barra da Tijuca,Entire home/apt,4,2,2,3,665.0,11,5.0,0
315102,Ipanema,Entire home/apt,2,1,1,2,964.0,64,4.58,0
166177,Copacabana,Entire home/apt,4,1,0,2,870.0,118,4.57,0
166861,Copacabana,Private room,2,1,1,1,555.0,17,4.76,2
166972,Copacabana,Entire home/apt,4,1,0,3,550.0,10,4.9,0
167031,Ipanema,Entire home/apt,5,1,1,2,921.0,86,4.64,0
167932,Copacabana,Entire home/apt,3,1,1,2,796.0,106,4.66,0
170397,Copacabana,Entire home/apt,4,1,0,4,827.0,134,4.65,0
171505,Vidigal,Entire home/apt,2,1,1,3,597.0,7,4.43,0
172902,Copacabana,Entire home/apt,2,1,1,1,689.0,124,4.24,0
316652,Botafogo,Private room,2,1,1,1,202.0,117,4.97,2
321802,Santa Teresa,Private room,2,2,1,1,500.0,26,4.92,2
323213,Ipanema,Private room,1,1,1,1,467.0,21,4.76,2
324324,Copacabana,Entire home/apt,6,2,2,4,1243.0,136,4.92,0
328626,Santa Teresa,Entire home/apt,6,3,2,5,1250.0,1,5.0,0
178833,Copacabana,Private room,2,1,1,1,599.0,140,4.84,2
178951,Copacabana,Entire home/apt,2,1,1,2,662.0,131,4.83,0
188155,Copacabana,Entire home/apt,5,1,2,3,1200.0,109,4.56,0
190906,Ipanema,Entire home/apt,5,1,2,3,969.0,187,4.55,0
191462,Botafogo,Private room,1,1,1,1,158.0,71,4.89,2
332150,Santa Teresa,Private room,3,5,1,7,203.0,92,4.79,2
332151,Santa Teresa,Private room,3,5,7,7,203.0,46,4.76,2
334585,Jardim Botânico,Private room,2,2,1,1,330.0,3,4.67,2
340432,Leblon,Entire home/apt,4,1,1,4,900.0,276,4.84,0
200568,Ipanema,Entire home/apt,2,1,1,1,871.0,216,4.8,0
202778,Copacabana,Entire home/apt,2,1,1,2,900.0,237,4.81,0
209671,Glória,Entire home/apt,2,1,1,1,250.0,9,4.56,0
216700,Laranjeiras,Private room,4,1,1,1,350.0,27,4.96,2
220377,Tijuca,Private room,2,1,1,1,220.0,6,5.0,2
223073,Ipanema,Entire home/apt,2,1,1,1,850.0,485,4.81,0
347883,Copacabana,Entire home/apt,3,1,1,2,971.0,286,4.78,0
230989,Copacabana,Entire home/apt,2,1,1,1,207.0,174,4.66,0
231105,Jacarepaguá,Entire home/apt,3,1,1,1,343.0,127,4.87,0
231497,Copacabana,Entire home/apt,2,1,1,1,500.0,91,4.73,0
236991,Copacabana,Entire home/apt,5,1,1,4,901.0,100,4.9,0
239531,Copacabana,Entire home/apt,4,1,1,2,881.0,127,4.58,0
248756,Copacabana,Entire home/apt,4,1,2,2,307.0,170,4.76,0
348369,Lagoa,Private room,1,1,1,1,673.0,0,4.812309491059147,2
352718,Copacabana,Private room,2,3,1,1,500.0,2,5.0,2
355197,Centro,Entire home/apt,4,1,0,6,345.0,25,4.36,0
357554,Copacabana,Entire home/apt,2,1,1,1,503.0,253,4.84,0
249842,Copacabana,Private room,2,1,1,1,407.0,200,4.89,2
251868,Copacabana,Entire home/apt,3,1,1,3,731.0,87,4.83,0
256323,Santa Teresa,Entire home/apt,2,1,1,1,564.0,255,4.81,0
262466,Botafogo,Entire home/apt,2,1,1,1,250.0,3,5.0,0
264816,Barra da Tijuca,Entire home/apt,2,1,1,2,468.0,50,4.98,0
265072,Copacabana,Entire home/apt,2,1,1,1,627.0,168,4.87,0
361568,Barra da Tijuca,Entire home/apt,2,1,1,1,500.0,5,4.8,0
367183,Santa Teresa,Entire home/apt,6,1,5,8,1054.0,0,4.812309491059147,0
369287,Copacabana,Entire home/apt,4,1,1,2,586.0,109,4.61,0
380887,Copacabana,Entire home/apt,6,1,3,7,450.0,121,4.98,0
392267,Centro,Entire home/apt,4,1,1,1,263.0,191,4.71,0
396849,Leblon,Entire home/apt,8,2,3,4,456.0,173,4.72,0
449040,Jardim Botânico,Private room,1,1,1,1,206.0,1,5.0,2
449177,Vargem Pequena,Private room,2,1,1,2,539.0,1,5.0,2
449391,Copacabana,Private room,1,0,1,1,538.0,46,4.93,2
461479,Copacabana,Entire home/apt,2,1,1,1,727.0,52,4.59,0
480220,Ipanema,Entire home/apt,4,1,1,3,721.0,134,4.56,0
400326,Copacabana,Entire home/apt,6,1,2,4,874.0,157,4.3,0
405444,Copacabana,Entire home/apt,4,1,2,2,119.0,86,4.54,0
409038,Copacabana,Entire home/apt,4,1,2,2,500.0,13,4.17,0
484267,Copacabana,Entire home/apt,4,2,2,2,998.0,241,4.96,0
485293,Ipanema,Entire home/apt,5,1,1,1,957.0,378,4.81,0
494903,Vidigal,Entire home/apt,2,1,1,1,671.0,697,4.89,0
496174,Tijuca,Private room,2,2,2,1,809.0,1,4.0,2
422804,Leblon,Entire home/apt,2,1,1,1,650.0,0,4.812309491059147,0
428798,Ipanema,Entire home/apt,6,2,3,4,850.0,18,4.28,0
435728,Copacabana,Entire home/apt,4,1,1,3,870.0,95,4.7,0
501561,Barra da Tijuca,Entire home/apt,3,2,2,2,650.0,29,4.93,0
504174,Copacabana,Entire home/apt,5,1,1,4,230.0,1,5.0,0
505165,Ipanema,Private room,2,1,1,1,400.0,21,4.68,2
507900,Cosme Velho,Entire home/apt,2,1,1,1,170.0,103,4.64,0
510354,Copacabana,Private room,2,1,1,2,1169.0,41,4.69,2
512634,Leme,Private room,2,1,1,2,321.0,31,4.81,2
514424,Santa Teresa,Entire home/apt,2,1,1,1,500.0,6,5.0,0
439907,São Conrado,Entire home/apt,4,1,1,3,386.0,6,5.0,0
442509,Glória,Private room,1,1,1,2,126.0,114,4.7,2
514889,Copacabana,Entire home/apt,4,1,2,2,839.0,6,4.83,0
519097,Ipanema,Private room,2,1,1,1,369.0,292,4.82,2
528389,Gávea,Entire home/apt,2,1,1,1,230.0,13,4.15,0
528951,Ipanema,Entire home/apt,4,2,2,2,1165.0,199,4.94,0
760653,Copacabana,Entire home/apt,3,1,2,2,920.0,75,4.72,0
762336,Ipanema,Entire home/apt,2,1,1,1,631.0,442,4.74,0
762988,Leme,Private room,3,0,1,2,365.0,234,4.72,2
765255,Santa Teresa,Private room,4,2,1,3,490.0,71,4.91,2
545007,Cosme Velho,Entire home/apt,3,1,1,1,270.0,79,4.75,0
555606,Botafogo,Entire home/apt,5,2,2,2,663.0,338,4.88,0
567300,Copacabana,Private room,2,1,1,2,400.0,7,4.67,2
567326,Copacabana,Private room,2,1,1,2,564.0,27,4.62,2
567338,Copacabana,Private room,2,1,1,1,620.0,24,4.83,2
769674,Copacabana,Private room,3,1,1,1,659.0,3,5.0,2
770452,Ipanema,Entire home/apt,3,1,1,2,850.0,341,4.72,0
777667,Copacabana,Entire home/apt,4,1,2,2,839.0,1,5.0,0
571163,Copacabana,Private room,2,1,1,2,240.0,26,4.96,2
575720,Barra da Tijuca,Private room,2,10,10,32,343.0,1,5.0,2
577253,Copacabana,Private room,2,2,1,1,901.0,145,4.83,2
579448,Santa Teresa,Private room,3,1,1,3,829.0,10,4.78,2
579704,Santa Teresa,Private room,2,1,1,2,800.0,15,4.87,2
579756,Santa Teresa,Private room,3,1,1,3,857.0,17,5.0,2
780813,Copacabana,Entire home/apt,4,1,1,2,493.0,45,4.55,0
791186,Santa Teresa,Private room,2,1,1,1,738.0,16,4.94,2
801784,Copacabana,Entire home/apt,3,1,1,3,900.0,157,4.51,0
589233,Ipanema,Private room,2,1,1,1,674.0,11,5.0,2
603810,Ipanema,Entire home/apt,3,1,1,2,1129.0,225,4.91,0
604508,Copacabana,Entire home/apt,2,1,1,2,936.0,28,4.86,0
609019,Leblon,Entire home/apt,4,1,1,2,1100.0,49,4.76,0
613205,Santa Teresa,Private room,3,1,1,1,533.0,38,4.83,2
628044,Leme,Entire home/apt,2,1,1,1,426.0,95,4.7,0
628098,Ipanema,Entire home/apt,4,1,2,2,1000.0,32,4.94,0
810940,Ipanema,Entire home/apt,2,2,0,2,854.0,98,4.69,0
815598,Copacabana,Entire home/apt,4,1,1,2,168.0,24,4.21,0
634422,Centro,Entire home/apt,2,1,1,1,446.0,449,4.89,0
636684,Jacarepaguá,Entire home/apt,4,2,2,3,219.0,45,4.52,0
655106,Ipanema,Entire home/apt,6,2,3,3,1008.0,24,4.88,0
822913,Copacabana,Entire home/apt,2,1,0,1,722.0,51,4.66,0
824102,Copacabana,Entire home/apt,2,1,1,1,761.0,118,4.78,0
825329,Copacabana,Entire home/apt,4,1,1,2,930.0,87,4.85,0
826814,Botafogo,Entire home/apt,3,1,1,1,521.0,38,4.42,0
827448,Leme,Entire home/apt,2,1,1,1,607.0,10,4.7,0
834737,Copacabana,Entire home/apt,2,1,1,1,700.0,191,4.88,0
838505,Ipanema,Private room,2,1,1,1,1350.0,18,4.94,2
676781,Rocinha,Entire home/apt,7,3,6,7,1000.0,2,5.0,0
689997,Gávea,Private room,2,1,1,2,444.0,54,4.76,2
693897,Ipanema,Entire home/apt,2,1,1,1,894.0,106,4.69,0
842261,Copacabana,Private room,2,1,1,0,180.0,26,4.87,2
844070,Joá,Entire home/apt,2,1,1,1,407.0,73,4.78,0
844149,Botafogo,Entire home/apt,6,1,1,4,800.0,51,4.49,0
726410,Botafogo,Entire home/apt,3,2,2,3,239.0,7,5.0,0
727379,Copacabana,Entire home/apt,6,1,1,3,954.0,463,4.85,0
735871,Flamengo,Private room,1,3,1,1,260.0,3,4.67,2
743447,Copacabana,Entire home/apt,4,1,0,2,759.0,75,4.84,0
746187,Copacabana,Entire home/apt,4,1,1,1,634.0,54,4.7,0
854496,Ipanema,Private room,2,1,1,2,650.0,60,4.31,2
857141,Copacabana,Entire home/apt,3,1,2,2,914.0,7,4.33,0
753354,Leme,Private room,5,0,1,2,375.0,98,4.67,2
758578,Copacabana,Entire home/apt,7,1,1,5,1350.0,37,4.4,0
758632,Gávea,Private room,2,1,1,2,600.0,11,4.82,2
758966,Gávea,Private room,2,1,1,2,800.0,19,4.63,2
862028,Ipanema,Private room,2,2,2,1,450.0,40,4.63,2
862030,Ipanema,Private room,1,2,1,1,450.0,114,4.33,2
863765,Penha Circular,Private room,10,1,1,4,129.0,10,4.0,2
863857,Urca,Entire home/apt,2,1,1,1,472.0,8,4.38,0
867682,Copacabana,Entire home/apt,4,1,1,1,551.0,49,4.8,0
872540,Santa Teresa,Private room,2,1,1,2,270.0,29,4.93,2
874722,Copacabana,Private room,2,1,1,1,449.0,316,4.85,2
915057,Copacabana,Private room,2,1,1,1,514.0,166,4.86,2
915090,Copacabana,Entire home/apt,4,1,2,6,1300.0,125,4.78,0
918167,Santa Teresa,Entire home/apt,2,1,1,4,399.0,145,4.92,0
919852,Santa Teresa,Private room,3,2,4,10,450.0,11,4.73,2
875470,Laranjeiras,Private room,2,1,1,1,284.0,24,4.92,2
875689,Copacabana,Entire home/apt,7,3,3,5,1000.0,142,4.54,0
878810,Copacabana,Entire home/apt,3,1,2,2,700.0,39,4.97,0
881573,Copacabana,Entire home/apt,2,1,1,1,607.0,61,4.89,0
882956,Copacabana,Entire home/apt,2,1,0,2,450.0,21,4.57,0
919853,Santa Teresa,Private room,4,2,4,9,450.0,0,4.812309491059147,2
919858,Santa Teresa,Private room,3,2,4,9,450.0,11,4.27,2
920059,Santa Teresa,Entire home/apt,1,1,1,1,187.0,76,4.87,0
921277,Santa Teresa,Entire home/apt,2,1,1,1,571.0,13,4.73,0
923409,Leblon,Entire home/apt,5,1,2,2,1315.0,148,4.91,0
885835,Copacabana,Entire home/apt,6,2,2,3,1356.0,105,4.78,0
886300,Urca,Entire home/apt,5,1,2,2,671.0,489,4.87,0
887829,Santa Teresa,Entire home/apt,4,1,1,2,464.0,306,4.46,0
893729,Botafogo,Entire home/apt,4,2,1,2,850.0,47,4.96,0
894395,Botafogo,Entire home/apt,4,2,2,2,870.0,5,5.0,0
895102,Copacabana,Private room,1,1,1,1,650.0,102,4.79,2
895893,Copacabana,Entire home/apt,6,2,3,7,650.0,51,4.75,0
924693,Leblon,Private room,2,1,1,1,600.0,19,4.84,2
925802,Praça da Bandeira,Private room,2,1,1,2,164.0,71,4.84,2
926669,Copacabana,Entire home/apt,2,1,1,1,1200.0,109,4.73,0
926987,Santa Teresa,Entire home/apt,2,1,1,2,771.0,39,4.97,0
929775,Laranjeiras,Private room,2,2,2,2,180.0,1,5.0,2
930310,Santa Teresa,Private room,1,2,1,1,193.0,14,4.86,2
931638,Leblon,Entire home/apt,10,2,3,8,596.0,61,4.79,0
899314,Leblon,Entire home/apt,5,2,2,2,919.0,33,4.97,0
901515,Ipanema,Private room,2,1,1,1,383.0,15,5.0,2
902440,Estácio,Private room,2,1,2,1,364.0,12,4.58,2
902567,Botafogo,Entire home/apt,5,2,3,3,534.0,59,4.58,0
904294,Copacabana,Entire home/apt,5,2,3,4,1300.0,17,4.75,0
935028,Copacabana,Entire home/apt,2,1,1,1,1231.0,239,4.85,0
935090,Copacabana,Entire home/apt,3,1,1,2,950.0,93,4.81,0
935162,Penha Circular,Private room,12,1,1,6,121.0,5,4.4,2
940883,Laranjeiras,Entire home/apt,3,1,0,1,400.0,50,4.7,0
953574,Ipanema,Entire home/apt,2,1,1,1,719.0,254,4.71,0
909978,Santa Teresa,Entire home/apt,2,1,1,0,114.0,5,4.4,0
910085,Copacabana,Entire home/apt,4,1,2,2,671.0,13,4.83,0
910793,Santa Teresa,Entire home/apt,3,2,2,2,643.0,32,4.94,0
1170381,Copacabana,Entire home/apt,4,2,2,2,809.0,1,0.0,0
1173981,Leme,Private room,2,1,1,1,385.0,27,4.81,2
958021,Jacarepaguá,Entire home/apt,2,1,1,2,443.0,56,4.93,0
960342,Copacabana,Entire home/apt,3,1,1,2,1000.0,24,4.88,0
963765,Humaitá,Entire home/apt,5,3,3,3,800.0,10,4.78,0
968169,Barra da Tijuca,Private room,2,1,1,1,736.0,8,5.0,2
1174197,Leme,Private room,3,1,1,2,345.0,150,4.72,2
1174302,Copacabana,Private room,3,1,1,1,375.0,120,4.77,2
1179338,Copacabana,Entire home/apt,3,1,2,2,816.0,32,4.58,0
1185423,Leme,Entire home/apt,4,2,2,2,703.0,7,5.0,0
996602,Copacabana,Entire home/apt,4,1,1,3,645.0,604,4.82,0
1004269,Copacabana,Entire home/apt,3,1,1,2,1000.0,12,4.67,0
1008537,Copacabana,Entire home/apt,6,1,3,3,1032.0,29,4.86,0
1013191,Barra da Tijuca,Entire home/apt,4,1,1,2,413.0,30,4.77,0
1014428,Ipanema,Private room,2,1,1,1,500.0,41,4.98,2
1016312,Botafogo,Private room,2,0,1,1,227.0,5,5.0,2
1017703,Copacabana,Entire home/apt,6,3,3,4,666.0,196,4.75,0
1190324,Leblon,Private room,3,1,1,1,304.0,218,4.86,2
1204703,Jardim Botânico,Entire home/apt,2,1,0,1,506.0,27,4.78,0
1212340,Leblon,Entire home/apt,6,2,2,4,944.0,272,4.65,0
1018724,Ipanema,Entire home/apt,2,1,1,1,643.0,197,4.61,0
1023218,Ipanema,Entire home/apt,3,1,1,1,1348.0,3,4.67,0
1033727,Leblon,Entire home/apt,7,2,2,5,800.0,166,4.8,0
1038738,Copacabana,Private room,2,1,3,3,280.0,20,4.6,2
1058881,Jacarepaguá,Entire home/apt,3,1,1,1,270.0,14,4.21,0
1063491,Copacabana,Entire home/apt,2,1,1,1,1129.0,179,4.67,0
1213618,Laranjeiras,Entire home/apt,4,2,1,1,270.0,13,4.83,0
1213632,Maracanã,Private room,2,1,3,1,149.0,0,4.812309491059147,2
1067198,Copacabana,Entire home/apt,4,1,1,1,850.0,95,4.69,0
1076794,Recreio dos Bandeirantes,Private room,2,1,1,1,650.0,8,4.88,2
1086624,Copacabana,Entire home/apt,2,1,1,1,914.0,17,4.65,0
1220837,Copacabana,Entire home/apt,4,1,1,4,764.0,55,4.89,0
1223867,Copacabana,Entire home/apt,4,1,1,1,444.0,433,4.73,0
1088909,Gamboa,Entire home/apt,8,3,4,4,964.0,0,4.812309491059147,0
1096875,Copacabana,Entire home/apt,2,1,1,1,303.0,184,4.71,0
1097585,Gávea,Entire home/apt,2,2,1,1,1179.0,15,5.0,0
1110592,Copacabana,Entire home/apt,3,1,1,2,457.0,282,4.65,0
1111056,Barra da Tijuca,Entire home/apt,4,2,2,2,1000.0,6,4.83,0
1246502,Leblon,Entire home/apt,4,1,2,3,1198.0,130,4.73,0
1262704,Santa Teresa,Private room,2,1,1,1,281.0,1,5.0,2
1262967,Santa Teresa,Entire home/apt,8,1,1,8,1214.0,154,4.88,0
1271265,Copacabana,Entire home/apt,2,1,0,1,373.0,197,4.96,0
1118497,Copacabana,Entire home/apt,3,1,1,2,818.0,365,4.74,0
1120765,Santa Teresa,Entire home/apt,3,1,1,2,520.0,38,4.32,0
1131446,Botafogo,Entire home/apt,2,1,1,1,120.0,19,4.21,0
1146944,Laranjeiras,Entire home/apt,4,1,0,4,560.0,264,4.72,0
1274695,Ipanema,Entire home/apt,4,2,3,3,1086.0,21,4.9,0
1150993,Barra de Guaratiba,Entire home/apt,6,2,3,4,944.0,24,4.67,0
1151855,Lagoa,Entire home/apt,4,1,2,3,800.0,13,4.54,0
1152880,Botafogo,Entire home/apt,4,2,3,4,160.0,9,4.56,0
1158520,Copacabana,Entire home/apt,3,1,1,2,537.0,86,4.63,0
1163118,Leblon,Entire home/apt,4,1,2,2,1348.0,153,4.51,0
1632682,Ipanema,Entire home/apt,4,1,2,3,943.0,140,4.84,0
1637425,Laranjeiras,Entire home/apt,5,2,4,4,728.0,1,5.0,0
1640454,Copacabana,Entire home/apt,2,1,1,0,643.0,81,4.78,0
1288017,Flamengo,Entire home/apt,5,2,2,5,754.0,192,4.7,0
1288700,Ipanema,Entire home/apt,4,1,1,2,950.0,102,4.98,0
1640669,Copacabana,Entire home/apt,5,1,2,3,1136.0,254,4.84,0
1651774,Centro,Entire home/apt,4,1,1,2,516.0,264,4.86,0
1657350,Jacarepaguá,Entire home/apt,4,1,1,1,1100.0,11,4.64,0
1668937,Ipanema,Private room,2,1,1,1,1329.0,191,4.92,2
1292491,Leblon,Entire home/apt,2,1,1,1,600.0,53,4.85,0
1303400,Santa Teresa,Entire home/apt,4,1,2,2,661.0,12,4.83,0
1303580,Leblon,Entire home/apt,3,1,1,1,1106.0,30,4.93,0
1304552,Ipanema,Entire home/apt,2,1,1,1,1041.0,314,4.62,0
1676116,Copacabana,Entire home/apt,6,2,2,4,527.0,101,4.81,0
1676910,Copacabana,Entire home/apt,4,1,1,2,786.0,16,4.69,0
1687505,Ipanema,Entire home/apt,2,1,1,1,946.0,110,4.83,0
1688152,Copacabana,Entire home/apt,5,1,1,1,800.0,49,4.8,0
1697290,Ipanema,Entire home/apt,8,2,2,5,1269.0,62,4.77,0
1701579,Barra da Tijuca,Entire home/apt,4,2,1,1,860.0,26,5.0,0
1327482,São Conrado,Entire home/apt,2,1,1,0,172.0,13,4.92,0
1705153,Botafogo,Entire home/apt,4,1,1,1,786.0,135,4.92,0
1712186,Ipanema,Entire home/apt,4,1,2,1,1243.0,60,4.69,0
1712872,Copacabana,Entire home/apt,10,3,5,6,950.0,99,4.71,0
1713671,Ipanema,Entire home/apt,4,1,0,3,1101.0,351,4.74,0
1716648,Glória,Entire home/apt,2,1,1,1,550.0,13,4.0,0
1332826,Barra da Tijuca,Entire home/apt,4,1,2,2,673.0,24,5.0,0
1334401,Flamengo,Entire home/apt,6,2,2,2,900.0,2,5.0,0
1348194,Santa Teresa,Entire home/apt,5,2,2,4,503.0,17,4.88,0
1360777,Copacabana,Entire home/apt,4,1,1,4,380.0,32,4.69,0
1363135,Copacabana,Entire home/apt,4,1,1,2,1347.0,11,5.0,0
1372831,Copacabana,Entire home/apt,2,1,1,1,450.0,83,4.63,0
1728790,Leblon,Entire home/apt,5,1,1,2,619.0,48,4.9,0
1731827,Ipanema,Entire home/apt,3,1,1,1,650.0,115,4.77,0
1737406,Leme,Entire home/apt,4,2,1,2,964.0,157,4.96,0
1398192,Botafogo,Private room,2,1,1,1,500.0,0,4.812309491059147,2
1403626,Copacabana,Entire home/apt,4,1,1,1,680.0,113,4.72,0
1408720,Leme,Entire home/apt,9,2,3,3,840.0,9,4.89,0
1762500,Copacabana,Entire home/apt,4,1,1,2,800.0,123,4.82,0
1763779,Ipanema,Entire home/apt,2,1,0,1,539.0,10,4.33,0
1766232,Catete,Entire home/apt,2,2,2,2,550.0,18,4.81,0
1768456,Copacabana,Entire home/apt,4,1,1,2,816.0,315,4.66,0
1772800,Copacabana,Entire home/apt,2,1,1,1,982.0,30,4.4,0
1426055,Leblon,Entire home/apt,4,2,2,3,1129.0,35,4.89,0
1428202,Bangu,Entire home/apt,6,3,4,4,700.0,6,4.83,0
1430946,Ipanema,Entire home/apt,2,1,1,1,859.0,114,4.76,0
1774152,Copacabana,Entire home/apt,2,1,1,1,590.0,321,4.76,0
1780366,Copacabana,Entire home/apt,2,1,1,1,500.0,194,4.82,0
1781500,Copacabana,Entire home/apt,2,1,0,2,405.0,3,5.0,0
1786262,Copacabana,Entire home/apt,2,1,1,1,900.0,207,4.93,0
1789571,Tijuca,Private room,4,2,1,4,379.0,8,4.63,2
1437658,Copacabana,Entire home/apt,8,3,2,2,242.0,3,5.0,0
1458993,Centro,Entire home/apt,2,1,1,1,310.0,32,4.8,0
1790577,Santa Teresa,Entire home/apt,2,1,1,1,492.0,4,4.75,0
1791848,Ipanema,Entire home/apt,3,1,1,1,1136.0,233,4.75,0
1795900,Barra da Tijuca,Entire home/apt,3,1,1,2,864.0,31,4.69,0
1810564,Barra da Tijuca,Entire home/apt,8,3,3,4,1200.0,3,4.33,0
1810603,Ipanema,Entire home/apt,4,1,2,3,921.0,73,4.75,0
1471275,Ipanema,Entire home/apt,6,2,3,4,1200.0,8,5.0,0
1479860,Copacabana,Entire home/apt,4,1,1,3,339.0,75,4.49,0
1482972,Copacabana,Entire home/apt,3,1,1,1,746.0,35,4.8,0
1483150,Copacabana,Entire home/apt,4,2,2,2,1000.0,55,4.8,0
1483182,Leblon,Private room,2,1,1,0,207.0,76,4.72,2
1811801,Ipanema,Entire home/apt,2,1,0,1,438.0,59,4.66,0
1825112,Ipanema,Entire home/apt,6,3,2,3,1011.0,6,4.33,0
1830394,Botafogo,Private room,1,1,1,1,350.0,23,4.78,2
1847188,Centro,Entire home/apt,2,1,1,1,335.0,373,4.91,0
1856688,Ipanema,Entire home/apt,2,1,1,1,573.0,20,4.45,0
1486158,Gávea,Private room,1,1,1,1,438.0,0,4.812309491059147,2
1487694,Barra da Tijuca,Private room,3,3,1,2,590.0,36,4.75,2
1497622,Botafogo,Entire home/apt,4,2,1,3,500.0,48,4.89,0
1503835,Copacabana,Entire home/apt,4,1,1,1,1200.0,24,4.75,0
1514052,Santa Teresa,Private room,2,3,2,2,219.0,23,4.57,2
1515688,Rio Comprido,Entire home/apt,4,1,1,1,134.0,12,4.92,0
1521300,Copacabana,Entire home/apt,2,1,1,1,663.0,51,4.82,0
1525655,Catete,Entire home/apt,4,1,2,2,1000.0,80,4.89,0
1858936,Santa Teresa,Private room,3,1,1,5,406.0,56,4.64,2
1859188,Centro,Entire home/apt,5,2,3,4,1200.0,5,4.4,0
1867414,Copacabana,Entire home/apt,3,1,1,2,191.0,51,4.76,0
1877686,Copacabana,Entire home/apt,4,2,3,3,1086.0,15,4.93,0
1885051,Curicica,Private room,3,2,1,1,506.0,1,5.0,2
1885515,Copacabana,Entire home/apt,2,1,0,1,600.0,52,4.69,0
1888527,Copacabana,Entire home/apt,3,1,1,3,650.0,201,4.83,0
1530076,Maracanã,Entire home/apt,6,1,1,3,899.0,16,4.38,0
1530241,Copacabana,Entire home/apt,4,1,0,2,1021.0,98,4.8,0
1556381,Santa Teresa,Private room,1,1,1,2,250.0,0,4.812309491059147,2
